Temp,E,E^2,E^4,M,M^2,M^4
3.720000,-0.1818450928,0.0331029405,0.0011004258,0.0014541626,0.0000028877,0.0000000000
3.730000,-0.1713951111,0.0293870228,0.0008648590,0.0021453857,0.0000054950,0.0000000001
3.740000,-0.1686561584,0.0284614154,0.0008119368,0.0029479980,0.0000110699,0.0000000002
3.750000,-0.1712402344,0.0293367412,0.0008622441,0.0025131226,0.0000076506,0.0000000001
3.760000,-0.1656478882,0.0274570856,0.0007558336,0.0023361206,0.0000063394,0.0000000001
3.770000,-0.1675666809,0.0280972972,0.0007915542,0.0010223389,0.0000019932,0.0000000000
3.780000,-0.1714225769,0.0294036137,0.0008666637,0.0018585205,0.0000036190,0.0000000000
3.790000,-0.1664237976,0.0277227009,0.0007713927,0.0021209717,0.0000095631,0.0000000004
3.800000,-0.1583625793,0.0250875803,0.0006302815,0.0023437500,0.0000078681,0.0000000001
3.810000,-0.1565376282,0.0245208056,0.0006029404,0.0022521973,0.0000084203,0.0000000001
3.820000,-0.1520660400,0.0231572933,0.0005393105,0.0024154663,0.0000079691,0.0000000001
3.830000,-0.1510742188,0.0228463492,0.0005240741,0.0017257690,0.0000043622,0.0000000000
3.840000,-0.1455970764,0.0212151100,0.0004514809,0.0020538330,0.0000054363,0.0000000001
3.850000,-0.1405387878,0.0197675723,0.0003920632,0.0011810303,0.0000024874,0.0000000000
3.860000,-0.1460411072,0.0213500312,0.0004576846,0.0020050049,0.0000043451,0.0000000000
3.870000,-0.1460479736,0.0213492835,0.0004574816,0.0038497925,0.0000192013,0.0000000008
3.880000,-0.1415496826,0.0200512053,0.0004032468,0.0023544312,0.0000072437,0.0000000001
3.890000,-0.1369758606,0.0187926168,0.0003554499,0.0022064209,0.0000052873,0.0000000000
3.900000,-0.1352096558,0.0182930805,0.0003354570,0.0013534546,0.0000030721,0.0000000000
3.910000,-0.1314002991,0.0172883342,0.0003004351,0.0024017334,0.0000066543,0.0000000001
3.920000,-0.1363357544,0.0186109888,0.0003481272,0.0023635864,0.0000070572,0.0000000001
3.930000,-0.1267326355,0.0160711230,0.0002589272,0.0020355225,0.0000055567,0.0000000001
3.940000,-0.1293899536,0.0167575475,0.0002818548,0.0011123657,0.0000014170,0.0000000000
3.950000,-0.1224525452,0.0150142351,0.0002266127,0.0014587402,0.0000030526,0.0000000000
3.960000,-0.1229743958,0.0151443094,0.0002306271,0.0022705078,0.0000101331,0.0000000004
